MAG_USE,RA,DEC,star_ok,MAIN_ID,PMRA,PMDEC
14.96,5.9647725,-72.084235,1,M047981,0.0,0.0
13.21,6.024837,-72.084233,1,M047985,0.0,0.0
14.86,6.026993999999999,-72.084161,1,M048212,0.0,0.0
15.0,6.0246015,-72.084158,1,M048222,0.0,0.0
14.95,5.9617935,-72.084155,1,M048237,0.0,0.0
14.17,6.025554,-72.084131,1,M048309,0.0,0.0
14.42,6.0682815,-72.084109,1,M048379,0.0,0.0
14.35,5.9962875,-72.084085,1,M048445,0.0,0.0
14.92,6.044412,-72.084004,1,M048707,0.0,0.0
14.3,5.9879999999999995,-72.083978,1,M048788,0.0,0.0
13.12,6.044741999999999,-72.083965,1,M048825,0.0,0.0
14.62,6.0641805,-72.083947,1,M048887,0.0,0.0
14.15,6.02028,-72.083936,1,M048927,0.0,0.0
14.55,6.0363285,-72.083931,1,M048943,0.0,0.0
14.59,5.9557065,-72.083926,1,M048960,0.0,0.0
14.5,6.025755,-72.083926,1,M048962,0.0,0.0
14.67,6.038826,-72.083921,1,M048977,0.0,0.0
14.42,6.027594000000001,-72.083896,1,M049057,0.0,0.0
14.2,6.0216375,-72.083842,1,M049225,0.0,0.0
14.6,6.011928,-72.083831,1,M049255,0.0,0.0
14.89,6.0541185,-72.083797,1,M049373,0.0,0.0
14.24,6.0371895,-72.083789,1,M049400,0.0,0.0
14.73,5.9452815,-72.083768,1,M049489,0.0,0.0
14.86,6.026565,-72.083759,1,M049526,0.0,0.0
13.08,6.0210345,-72.083754,1,M049545,0.0,0.0
14.33,5.9763839999999995,-72.083747,1,M049568,0.0,0.0
14.52,6.0397515,-72.083714,1,M049671,0.0,0.0
14.53,5.9895825,-72.083713,1,M049676,0.0,0.0
13.76,6.029151,-72.083644,1,M049916,0.0,0.0
14.63,5.993118,-72.08362,1,M050007,0.0,0.0
14.58,5.997719999999999,-72.083604,1,M050070,0.0,0.0
13.98,5.9945175,-72.083564,1,M050192,0.0,0.0
14.5,6.094872,-72.083547,1,M050251,0.0,0.0
14.11,6.060861,-72.083539,1,M050271,0.0,0.0
14.44,5.9658405,-72.083512,1,M050367,0.0,0.0
14.03,6.0027915,-72.083486,1,M050435,0.0,0.0
14.72,6.0293535,-72.083479,1,M050458,0.0,0.0
13.75,6.0226440000000006,-72.083433,1,M050606,0.0,0.0
14.52,5.9991855,-72.083428,1,M050622,0.0,0.0
14.84,5.994522,-72.083402,1,M050703,0.0,0.0
14.56,5.9808045000000005,-72.083394,1,M050734,0.0,0.0
14.49,5.9418180000000005,-72.083366,1,M050844,0.0,0.0
14.28,6.02031,-72.083335,1,M050951,0.0,0.0
14.49,6.0701655,-72.083296,1,M051082,0.0,0.0
14.25,6.0223889999999995,-72.083295,1,M051086,0.0,0.0
14.1,6.0399615,-72.083217,1,M051340,0.0,0.0
14.7,6.061707,-72.083212,1,M051355,0.0,0.0
14.19,6.0158055,-72.083211,1,M051359,0.0,0.0
14.66,6.0320715,-72.083171,1,M051498,0.0,0.0
14.86,6.0701955,-72.083165,1,M051522,0.0,0.0
14.54,5.9463539999999995,-72.083144,1,M051596,0.0,0.0
14.96,6.0880695,-72.083125,1,M051659,0.0,0.0
15.0,6.011769,-72.083116,1,M051698,0.0,0.0
13.7,6.00615,-72.083105,1,M051754,0.0,0.0
14.6,6.0502515,-72.08308,1,M051840,0.0,0.0
14.53,6.0315389999999995,-72.083032,1,M051989,0.0,0.0
13.93,6.0399389999999995,-72.083006,1,M052083,0.0,0.0
14.48,6.0448005,-72.083002,1,M052104,0.0,0.0
14.32,6.0265995,-72.082995,1,M052124,0.0,0.0
13.69,6.019533,-72.082946,1,M052296,0.0,0.0
14.33,6.0250710000000005,-72.08294,1,M052315,0.0,0.0
14.38,6.0295695,-72.082936,1,M052329,0.0,0.0
14.48,5.97138,-72.082886,1,M052491,0.0,0.0
14.54,6.0395235000000005,-72.082872,1,M052532,0.0,0.0
14.14,6.015366,-72.082828,1,M052704,0.0,0.0
14.58,6.0606165,-72.082769,1,M052924,0.0,0.0
14.35,6.020969999999999,-72.082765,1,M052941,0.0,0.0
14.58,6.084918,-72.082695,1,M053180,0.0,0.0
13.45,6.011457,-72.082673,1,M053252,0.0,0.0
14.56,6.054704999999999,-72.082667,1,M053280,0.0,0.0
14.56,5.997084,-72.082587,1,M053546,0.0,0.0
14.51,6.047349,-72.082511,1,M053796,0.0,0.0
14.46,6.061425,-72.082461,1,M053967,0.0,0.0
14.35,6.002205,-72.082442,1,M054039,0.0,0.0
14.29,6.014283,-72.082424,1,M054095,0.0,0.0
14.27,6.0172095,-72.082398,1,M054182,0.0,0.0
14.55,6.004542,-72.082362,1,M054304,0.0,0.0
13.53,6.011862,-72.082361,1,M054307,0.0,0.0
14.84,6.0326955,-72.082353,1,M054330,0.0,0.0
14.4,5.998218,-72.082339,1,M054386,0.0,0.0
14.49,6.0138345,-72.0823,1,M054513,0.0,0.0
14.5,6.049107,-72.082298,1,M054520,0.0,0.0
12.54,6.006651,-72.082297,1,M054526,0.0,0.0
14.07,6.0361199999999995,-72.082213,1,M054799,0.0,0.0
14.84,6.0045165,-72.082129,1,M055110,0.0,0.0
13.95,6.0134775,-72.082083,1,M055262,0.0,0.0
14.54,6.031421999999999,-72.081997,1,M055568,0.0,0.0
13.83,6.02625,-72.081931,1,M055758,0.0,0.0
14.05,6.0435075,-72.081928,1,M055767,0.0,0.0
14.46,6.1134405,-72.081919,1,M055801,0.0,0.0
13.55,6.0130545,-72.081872,1,M055968,0.0,0.0
12.69,6.0125655,-72.081845,1,M056062,0.0,0.0
14.48,6.009615,-72.081835,1,M056093,0.0,0.0
14.69,6.0696135,-72.081815,1,M056164,0.0,0.0
13.31,6.0453165,-72.081812,1,M056177,0.0,0.0
14.33,6.025365000000001,-72.0818,1,M056214,0.0,0.0
14.24,6.0154755,-72.081763,1,M056337,0.0,0.0
14.31,6.042789,-72.081757,1,M056356,0.0,0.0
14.33,6.03978,-72.081748,1,M056390,0.0,0.0
13.67,6.0297719999999995,-72.081746,1,M056400,0.0,0.0
14.54,6.072735,-72.081715,1,M056508,0.0,0.0
14.12,6.012836999999999,-72.081711,1,M056523,0.0,0.0
12.99,6.0210045,-72.081676,1,M056630,0.0,0.0
13.95,5.9825040000000005,-72.081674,1,M056637,0.0,0.0
14.39,6.0066675,-72.081669,1,M056654,0.0,0.0
14.53,5.970144,-72.081657,1,M056693,0.0,0.0
14.29,6.0103665,-72.081651,1,M056718,0.0,0.0
14.64,6.082857,-72.081638,1,M056772,0.0,0.0
14.25,6.0248219999999995,-72.081638,1,M056773,0.0,0.0
13.4,6.007275,-72.081626,1,M056820,0.0,0.0
11.92,6.041949,-72.08161,1,M056876,0.0,0.0
14.96,5.992535999999999,-72.081569,1,M057007,0.0,0.0
14.26,6.0468315,-72.081548,1,M057086,0.0,0.0
14.45,6.0284655,-72.081532,1,M057146,0.0,0.0
14.71,6.0265515,-72.081516,1,M057196,0.0,0.0
13.68,6.0226635,-72.081504,1,M057235,0.0,0.0
14.53,6.061221,-72.081497,1,M057258,0.0,0.0
13.74,6.0088215,-72.081429,1,M057474,0.0,0.0
14.48,6.002382,-72.081423,1,M057494,0.0,0.0
14.08,6.010311000000001,-72.081401,1,M057581,0.0,0.0
14.19,6.0427125,-72.081386,1,M057626,0.0,0.0
14.6,5.971308,-72.081375,1,M057667,0.0,0.0
14.49,6.038724,-72.081322,1,M057856,0.0,0.0
14.61,5.983005,-72.081321,1,M057862,0.0,0.0
13.39,5.953447499999999,-72.081293,1,M057944,0.0,0.0
14.36,6.0467685,-72.081288,1,M057964,0.0,0.0
13.08,6.054069,-72.081244,1,M058116,0.0,0.0
14.13,6.017155499999999,-72.081221,1,M058195,0.0,0.0
14.21,6.015915,-72.081217,1,M058203,0.0,0.0
14.46,6.0451065,-72.081205,1,M058241,0.0,0.0
13.8,6.009526500000001,-72.081194,1,M058290,0.0,0.0
14.06,6.022767,-72.081185,1,M058322,0.0,0.0
14.29,6.0286005000000005,-72.081185,1,M058324,0.0,0.0
14.64,6.040293,-72.081181,1,M058335,0.0,0.0
14.25,6.037833,-72.081181,1,M058336,0.0,0.0
14.82,6.051146999999999,-72.08117,1,M058373,0.0,0.0
13.2,6.0568995,-72.081162,1,M058397,0.0,0.0
14.25,6.0317025,-72.081159,1,M058408,0.0,0.0
14.54,5.9776035,-72.081144,1,M058473,0.0,0.0
14.84,5.981649,-72.08113,1,M058512,0.0,0.0
14.5,6.0533055000000004,-72.081104,1,M058604,0.0,0.0
14.63,6.0575145,-72.0811,1,M058620,0.0,0.0
14.88,6.034437,-72.081092,1,M058653,0.0,0.0
14.51,6.100668,-72.081031,1,M058881,0.0,0.0
14.28,6.0365205,-72.081024,1,M058912,0.0,0.0
13.29,6.0465285,-72.081,1,M059001,0.0,0.0
14.43,6.0376395,-72.080992,1,M059023,0.0,0.0
14.59,6.0704864999999995,-72.080975,1,M059076,0.0,0.0
14.1,6.050886,-72.080958,1,M059133,0.0,0.0
14.49,6.0287805,-72.080927,1,M059241,0.0,0.0
14.51,6.007023,-72.080913,1,M059295,0.0,0.0
14.47,6.01959,-72.080897,1,M059347,0.0,0.0
14.64,5.9848485,-72.080845,1,M059526,0.0,0.0
14.49,6.051552,-72.080844,1,M059530,0.0,0.0
14.04,6.036192,-72.080842,1,M059537,0.0,0.0
14.42,6.044715,-72.080758,1,M059809,0.0,0.0
14.52,6.0208155,-72.080725,1,M059931,0.0,0.0
12.9,6.016366499999999,-72.080716,1,M059965,0.0,0.0
14.51,6.043474499999999,-72.080699,1,M060015,0.0,0.0
13.89,6.0291195,-72.080699,1,M060016,0.0,0.0
12.98,6.012885000000001,-72.080672,1,M060107,0.0,0.0
14.25,6.0069420000000004,-72.080658,1,M060160,0.0,0.0
14.51,5.9882895,-72.080657,1,M060163,0.0,0.0
12.9,6.034461,-72.080657,1,M060167,0.0,0.0
13.99,5.989329,-72.080638,1,M060229,0.0,0.0
13.91,6.0252495,-72.080638,1,M060230,0.0,0.0
14.47,6.0012615,-72.080625,1,M060276,0.0,0.0
14.45,6.0544125,-72.080593,1,M060393,0.0,0.0
14.65,5.998401,-72.080576,1,M060447,0.0,0.0
14.33,6.03165,-72.080548,1,M060526,0.0,0.0
14.19,6.020811,-72.080509,1,M060695,0.0,0.0
14.24,6.0152235,-72.080486,1,M060778,0.0,0.0
13.18,5.955777,-72.080475,1,M060811,0.0,0.0
14.37,6.05457,-72.080469,1,M060830,0.0,0.0
14.34,6.019178999999999,-72.080468,1,M060833,0.0,0.0
14.02,6.0322635,-72.080468,1,M060834,0.0,0.0
14.61,5.998146,-72.080441,1,M060917,0.0,0.0
13.12,6.085368,-72.080395,1,M061093,0.0,0.0
14.67,6.035569499999999,-72.080388,1,M061109,0.0,0.0
14.65,5.940583500000001,-72.080366,1,M061192,0.0,0.0
14.47,6.0103694999999995,-72.080362,1,M061209,0.0,0.0
14.47,6.0898095,-72.080344,1,M061263,0.0,0.0
14.84,6.0363225,-72.080331,1,M061318,0.0,0.0
14.37,6.0545655,-72.080326,1,M061341,0.0,0.0
13.48,6.0235755,-72.080301,1,M061430,0.0,0.0
13.56,6.102945,-72.080284,1,M061477,0.0,0.0
14.17,6.041169,-72.08028,1,M061485,0.0,0.0
14.93,5.977218,-72.080277,1,M061504,0.0,0.0
14.53,6.009726000000001,-72.080268,1,M061533,0.0,0.0
13.86,6.028302,-72.08025,1,M061604,0.0,0.0
14.55,6.0024195,-72.080215,1,M061715,0.0,0.0
14.61,6.0764115,-72.080202,1,M061758,0.0,0.0
14.16,6.0207765,-72.080199,1,M061769,0.0,0.0
13.16,6.0389925,-72.080197,1,M061774,0.0,0.0
14.34,6.005421,-72.080188,1,M061801,0.0,0.0
14.11,6.0257145,-72.080152,1,M061924,0.0,0.0
14.21,6.0111585,-72.080145,1,M061953,0.0,0.0
14.39,6.0230775,-72.08014,1,M061970,0.0,0.0
14.62,5.950197,-72.080115,1,M062052,0.0,0.0
14.67,5.945272500000001,-72.080083,1,M062180,0.0,0.0
14.39,6.0193005,-72.080074,1,M062205,0.0,0.0
13.82,5.9843715,-72.080045,1,M062301,0.0,0.0
14.18,6.01062,-72.080019,1,M062385,0.0,0.0
14.57,6.104175,-72.080014,1,M062398,0.0,0.0
13.45,6.082698000000001,-72.080009,1,M062415,0.0,0.0
14.15,6.0903225,-72.080008,1,M062422,0.0,0.0
14.64,5.9731965,-72.079996,1,M062473,0.0,0.0
14.98,6.0271395,-72.079931,1,M062691,0.0,0.0
13.7,6.0389055,-72.079925,1,M062718,0.0,0.0
14.55,5.9981835,-72.079925,1,M062723,0.0,0.0
14.28,6.031356000000001,-72.079924,1,M062726,0.0,0.0
13.99,6.042456,-72.079914,1,M062759,0.0,0.0
14.57,6.0486645,-72.07991,1,M062774,0.0,0.0
14.85,6.042069000000001,-72.079909,1,M062777,0.0,0.0
14.9,6.023422500000001,-72.079872,1,M062911,0.0,0.0
14.55,6.037294500000001,-72.079799,1,M063170,0.0,0.0
13.85,6.002043,-72.079788,1,M063217,0.0,0.0
14.65,6.046416000000001,-72.079787,1,M063222,0.0,0.0
14.65,6.1111035000000005,-72.079786,1,M063224,0.0,0.0
14.95,6.0309405,-72.079745,1,M063351,0.0,0.0
14.21,6.0467955,-72.079663,1,M063615,0.0,0.0
14.43,6.008091,-72.07963,1,M063725,0.0,0.0
13.47,5.983656,-72.079601,1,M063822,0.0,0.0
13.63,6.013929,-72.079581,1,M063881,0.0,0.0
14.51,6.0293025,-72.079567,1,M063936,0.0,0.0
14.38,6.0768945,-72.079557,1,M063967,0.0,0.0
14.34,6.0738525,-72.079556,1,M063970,0.0,0.0
14.39,6.035052,-72.079543,1,M064020,0.0,0.0
14.42,6.0704775,-72.079534,1,M064056,0.0,0.0
14.98,6.005828999999999,-72.079495,1,M064198,0.0,0.0
14.6,6.042156,-72.079447,1,M064334,0.0,0.0
13.06,6.006228,-72.079432,1,M064393,0.0,0.0
13.92,6.0876945,-72.079431,1,M064397,0.0,0.0
12.92,6.0189435,-72.079428,1,M064403,0.0,0.0
14.43,6.002380499999999,-72.079419,1,M064430,0.0,0.0
14.53,6.054282,-72.079419,1,M064431,0.0,0.0
14.43,6.0767999999999995,-72.0794,1,M064505,0.0,0.0
14.24,6.027213,-72.079395,1,M064520,0.0,0.0
14.43,6.0025155,-72.079346,1,M064688,0.0,0.0
14.0,6.036825,-72.079341,1,M064711,0.0,0.0
14.66,5.937639,-72.079319,1,M064795,0.0,0.0
14.48,6.0114705,-72.079312,1,M064826,0.0,0.0
14.79,6.035556000000001,-72.0793,1,M064864,0.0,0.0
14.22,6.0391305,-72.079267,1,M064967,0.0,0.0
14.84,6.028357499999999,-72.079258,1,M064996,0.0,0.0
14.95,6.0532259999999996,-72.079236,1,M065074,0.0,0.0
14.19,6.027050999999999,-72.079235,1,M065080,0.0,0.0
14.42,6.012585,-72.079192,1,M065231,0.0,0.0
12.88,6.0259425,-72.079173,1,M065279,0.0,0.0
13.38,6.02115,-72.079101,1,M065509,0.0,0.0
14.17,6.0276075,-72.079098,1,M065522,0.0,0.0
14.64,6.033876,-72.079009,1,M065823,0.0,0.0
12.99,6.0346755,-72.078981,1,M065908,0.0,0.0
12.85,6.015492,-72.07898,1,M065911,0.0,0.0
14.39,6.032736,-72.078967,1,M065947,0.0,0.0
14.41,6.015186,-72.07895,1,M066006,0.0,0.0
12.97,6.061305,-72.078947,1,M066015,0.0,0.0
14.11,6.0161475,-72.078907,1,M066124,0.0,0.0
14.6,6.0543,-72.078881,1,M066198,0.0,0.0
14.85,6.0255465,-72.078874,1,M066226,0.0,0.0
14.57,5.9993384999999995,-72.078844,1,M066326,0.0,0.0
12.96,6.0345555,-72.078794,1,M066481,0.0,0.0
13.78,6.041568,-72.07877,1,M066559,0.0,0.0
13.39,6.0339285,-72.078725,1,M066716,0.0,0.0
14.93,6.0553005,-72.078724,1,M066720,0.0,0.0
14.53,6.056418,-72.078717,1,M066743,0.0,0.0
13.64,6.023985,-72.07871,1,M066759,0.0,0.0
14.43,6.064347,-72.078701,1,M066789,0.0,0.0
14.42,6.0380864999999995,-72.078679,1,M066857,0.0,0.0
14.99,6.0429450000000005,-72.07865,1,M066948,0.0,0.0
13.09,6.0772664999999995,-72.078647,1,M066963,0.0,0.0
13.99,6.023445,-72.078616,1,M067050,0.0,0.0
14.0,6.066822,-72.078556,1,M067256,0.0,0.0
14.01,6.0771075,-72.078549,1,M067277,0.0,0.0
14.53,6.085922999999999,-72.078548,1,M067280,0.0,0.0
14.6,5.9795894999999994,-72.078543,1,M067299,0.0,0.0
14.37,6.032688,-72.078538,1,M067313,0.0,0.0
13.9,5.995092,-72.078532,1,M067334,0.0,0.0
14.13,6.030558,-72.07851,1,M067412,0.0,0.0
14.52,6.080553,-72.078498,1,M067447,0.0,0.0
13.8,6.0670875,-72.078498,1,M067449,0.0,0.0
14.33,6.0302835,-72.078475,1,M067539,0.0,0.0
13.96,6.02457,-72.078472,1,M067548,0.0,0.0
14.43,6.0270285,-72.078472,1,M067550,0.0,0.0
14.51,6.012006,-72.078458,1,M067592,0.0,0.0
13.81,6.019737,-72.078409,1,M067750,0.0,0.0
14.38,6.039771,-72.078381,1,M067845,0.0,0.0
14.58,6.0097949999999996,-72.078372,1,M067878,0.0,0.0
14.33,6.020509499999999,-72.078366,1,M067900,0.0,0.0
13.54,6.0390195,-72.078343,1,M067980,0.0,0.0
14.49,6.1148940000000005,-72.078257,1,M068251,0.0,0.0
14.63,6.0298995,-72.078257,1,M068252,0.0,0.0
14.71,6.0576735,-72.078212,1,M068410,0.0,0.0
14.41,6.0510075,-72.078189,1,M068482,0.0,0.0
14.38,6.022677,-72.078186,1,M068496,0.0,0.0
12.97,6.022032,-72.07813,1,M068686,0.0,0.0
14.1,5.9842485000000005,-72.078114,1,M068729,0.0,0.0
13.43,6.0174765,-72.078039,1,M068971,0.0,0.0
14.37,6.0301215,-72.078024,1,M069035,0.0,0.0
14.39,5.995915500000001,-72.078002,1,M069095,0.0,0.0
14.33,6.025169999999999,-72.078,1,M069101,0.0,0.0
13.52,5.9922585,-72.077997,1,M069109,0.0,0.0
14.34,5.9886195,-72.077971,1,M069182,0.0,0.0
13.35,6.043908,-72.077956,1,M069236,0.0,0.0
14.36,6.032844,-72.077953,1,M069249,0.0,0.0
14.37,6.036021,-72.07794,1,M069289,0.0,0.0
14.5,6.008049000000001,-72.077935,1,M069302,0.0,0.0
14.04,6.043083,-72.077894,1,M069443,0.0,0.0
14.71,6.0082770000000005,-72.077878,1,M069494,0.0,0.0
14.51,6.05628,-72.077872,1,M069507,0.0,0.0
14.5,6.0016035,-72.077851,1,M069578,0.0,0.0
14.86,6.0434475,-72.077845,1,M069599,0.0,0.0
13.62,6.0095295,-72.077837,1,M069618,0.0,0.0
14.55,6.095349000000001,-72.077805,1,M069722,0.0,0.0
13.44,5.99277,-72.077786,1,M069795,0.0,0.0
14.39,6.036366,-72.077784,1,M069807,0.0,0.0
14.28,6.047883,-72.077747,1,M069926,0.0,0.0
14.38,6.0908204999999995,-72.077711,1,M070049,0.0,0.0
14.46,6.065764499999999,-72.077603,1,M070382,0.0,0.0
13.91,6.0143205,-72.077575,1,M070487,0.0,0.0
14.44,6.0310575,-72.077557,1,M070533,0.0,0.0
13.86,6.007866,-72.07753,1,M070622,0.0,0.0
14.64,5.996388,-72.077499,1,M070722,0.0,0.0
14.51,6.0001065,-72.077498,1,M070727,0.0,0.0
13.99,6.00873,-72.07748,1,M070803,0.0,0.0
14.16,6.066015,-72.077476,1,M070818,0.0,0.0
14.32,6.1138365,-72.07746,1,M070857,0.0,0.0
14.89,6.0058875,-72.07745,1,M070887,0.0,0.0
14.34,5.995233,-72.077446,1,M070904,0.0,0.0
13.77,6.042395999999999,-72.077443,1,M070908,0.0,0.0
14.52,6.062226,-72.077414,1,M071008,0.0,0.0
14.07,6.0151065,-72.077307,1,M071359,0.0,0.0
13.98,6.0729375,-72.077298,1,M071383,0.0,0.0
14.47,6.0560985,-72.077289,1,M071414,0.0,0.0
14.59,6.0587865,-72.077272,1,M071468,0.0,0.0
14.09,6.010362000000001,-72.077254,1,M071511,0.0,0.0
13.98,6.0038535,-72.077187,1,M071718,0.0,0.0
14.83,6.088812000000001,-72.077186,1,M071726,0.0,0.0
14.76,5.972349,-72.077166,1,M071793,0.0,0.0
13.63,5.9719815,-72.077151,1,M071833,0.0,0.0
14.4,6.05292,-72.077132,1,M071903,0.0,0.0
14.63,6.115400999999999,-72.077109,1,M071973,0.0,0.0
13.01,6.0272775,-72.077091,1,M072029,0.0,0.0
13.61,6.011805,-72.077071,1,M072096,0.0,0.0
14.01,6.029523,-72.077044,1,M072169,0.0,0.0
14.56,6.019178999999999,-72.077023,1,M072241,0.0,0.0
13.8,6.023424,-72.077022,1,M072247,0.0,0.0
13.97,6.0310844999999995,-72.076973,1,M072407,0.0,0.0
14.12,6.0352155,-72.076971,1,M072419,0.0,0.0
13.94,6.024198,-72.07694,1,M072520,0.0,0.0
14.48,6.114552000000001,-72.076926,1,M072564,0.0,0.0
14.53,6.0894345,-72.076909,1,M072623,0.0,0.0
13.89,6.0211695,-72.076879,1,M072721,0.0,0.0
13.99,6.023867999999999,-72.076876,1,M072732,0.0,0.0
14.46,6.0129795,-72.076861,1,M072784,0.0,0.0
14.38,5.997048,-72.07686,1,M072788,0.0,0.0
13.21,6.011862,-72.076798,1,M072966,0.0,0.0
14.23,6.03636,-72.076772,1,M073044,0.0,0.0
14.29,6.042582,-72.076742,1,M073147,0.0,0.0
13.41,6.0629325,-72.076705,1,M073263,0.0,0.0
14.54,5.937249,-72.076622,1,M073533,0.0,0.0
14.06,6.030366,-72.076603,1,M073594,0.0,0.0
14.44,5.984877,-72.076575,1,M073682,0.0,0.0
14.49,6.05037,-72.07657,1,M073698,0.0,0.0
14.47,6.0570045,-72.076562,1,M073731,0.0,0.0
14.37,6.078672,-72.076561,1,M073743,0.0,0.0
14.39,6.014143499999999,-72.07656,1,M073745,0.0,0.0
13.18,6.034870499999999,-72.076553,1,M073764,0.0,0.0
14.63,5.950101,-72.076542,1,M073789,0.0,0.0
14.59,6.110919,-72.076529,1,M073834,0.0,0.0
14.53,5.968783500000001,-72.076413,1,M074171,0.0,0.0
14.41,6.030603,-72.076394,1,M074226,0.0,0.0
14.52,5.9514135,-72.076389,1,M074236,0.0,0.0
14.76,6.024558000000001,-72.076388,1,M074240,0.0,0.0
14.66,6.049215,-72.076386,1,M074246,0.0,0.0
14.43,6.013757999999999,-72.076383,1,M074260,0.0,0.0
13.78,6.0281115000000005,-72.076347,1,M074376,0.0,0.0
14.49,6.047778,-72.076334,1,M074421,0.0,0.0
13.54,6.0253425,-72.076327,1,M074448,0.0,0.0
14.49,5.948433,-72.076318,1,M074475,0.0,0.0
13.93,6.02067,-72.076303,1,M074524,0.0,0.0
14.22,6.033596999999999,-72.076264,1,M074652,0.0,0.0
14.54,5.9985165,-72.076248,1,M074700,0.0,0.0
14.46,5.976858,-72.076195,1,M074862,0.0,0.0
14.16,6.0379185,-72.076166,1,M074959,0.0,0.0
14.53,5.966079,-72.076133,1,M075067,0.0,0.0
14.45,6.0277335,-72.076111,1,M075145,0.0,0.0
13.3,6.0650625,-72.076108,1,M075156,0.0,0.0
14.7,6.039763499999999,-72.076108,1,M075158,0.0,0.0
14.33,6.002403,-72.076078,1,M075248,0.0,0.0
